C:\Users\LAP\Desktop\IMG\center_2020_11_30_15_24_53_997.jpg, C:\Users\LAP\Desktop\IMG\left_2020_11_30_15_24_53_997.jpg, C:\Users\LAP\Desktop\IMG\right_2020_11_30_15_24_53_997.jpg, 0, 0, 0, 3.811952E-05
C:\Users\LAP\Desktop\IMG\center_2020_11_30_15_24_54_128.jpg, C:\Users\LAP\Desktop\IMG\left_2020_11_30_15_24_54_128.jpg, C:\Users\LAP\Desktop\IMG\right_2020_11_30_15_24_54_128.jpg, 0, 0, 0, 5.760771E-05
C:\Users\LAP\Desktop\IMG\center_2020_11_30_15_24_54_229.jpg, C:\Users\LAP\Desktop\IMG\left_2020_11_30_15_24_54_229.jpg, C:\Users\LAP\Desktop\IMG\right_2020_11_30_15_24_54_229.jpg, 0, 0, 0, 3.72839E-05
C:\Users\LAP\Desktop\IMG\center_2020_11_30_15_24_54_370.jpg, C:\Users\LAP\Desktop\IMG\left_2020_11_30_15_24_54_370.jpg, C:\Users\LAP\Desktop\IMG\right_2020_11_30_15_24_54_370.jpg, 0, 0, 0, 4.084479E-05
C:\Users\LAP\Desktop\IMG\center_2020_11_30_15_24_54_493.jpg, C:\Users\LAP\Desktop\IMG\left_2020_11_30_15_24_54_493.jpg, C:\Users\LAP\Desktop\IMG\right_2020_11_30_15_24_54_493.jpg, 0, 0, 0, 3.925486E-05
C:\Users\LAP\Desktop\IMG\center_2020_11_30_15_24_54_621.jpg, C:\Users\LAP\Desktop\IMG\left_2020_11_30_15_24_54_621.jpg, C:\Users\LAP\Desktop\IMG\right_2020_11_30_15_24_54_621.jpg, 0, 0, 0, 0.0001004359
C:\Users\LAP\Desktop\IMG\center_2020_11_30_15_24_54_734.jpg, C:\Users\LAP\Desktop\IMG\left_2020_11_30_15_24_54_734.jpg, C:\Users\LAP\Desktop\IMG\right_2020_11_30_15_24_54_734.jpg, 0, 0, 0, 4.279066E-05
C:\Users\LAP\Desktop\IMG\center_2020_11_30_15_24_54_847.jpg, C:\Users\LAP\Desktop\IMG\left_2020_11_30_15_24_54_847.jpg, C:\Users\LAP\Desktop\IMG\right_2020_11_30_15_24_54_847.jpg, 0, 0, 0, 8.258424E-05
C:\Users\LAP\Desktop\IMG\center_2020_11_30_15_24_54_979.jpg, C:\Users\LAP\Desktop\IMG\left_2020_11_30_15_24_54_979.jpg, C:\Users\LAP\Desktop\IMG\right_2020_11_30_15_24_54_979.jpg, 0, 0, 0, 6.785477E-05
C:\Users\LAP\Desktop\IMG\center_2020_11_30_15_24_55_119.jpg, C:\Users\LAP\Desktop\IMG\left_2020_11_30_15_24_55_119.jpg, C:\Users\LAP\Desktop\IMG\right_2020_11_30_15_24_55_119.jpg, 0, 0, 0, 7.661131E-05
